,tipo,bairro,preço,tamanho,quartos,banheiros,garagens
0,apartamento,Espinheiro,330000,122,3,3,1
1,apartamento,Boa Viagem,1990000,344,3,2,1
2,apartamento,Torre,280000,90,3,2,1
3,apartamento,Boa Viagem,590000,98,3,3,1
4,apartamento,Soledade,150000,32,1,1,1
5,apartamento,Espinheiro,400000,75,3,1,1
6,apartamento,Cordeiro,390000,63,2,2,1
7,apartamento,Casa Forte,575000,100,3,2,1
8,apartamento,Tamarineira,420000,59,3,2,1
9,apartamento,Parnamirim,998000,155,4,2,2
10,apartamento,Madalena,1300000,136,4,4,2
11,apartamento,Boa Viagem,950000,284,3,3,1
12,apartamento,Iputinga,350000,82,3,2,1
13,apartamento,Espinheiro,790000,109,3,3,2
14,apartamento,Torre,750000,90,3,1,2
15,apartamento,Encruzilhada,385000,69,3,3,1
16,apartamento,Apipucos,840000,10,4,2,4
17,apartamento,Boa Viagem,1200000,189,4,4,3
18,apartamento,Boa Viagem,980000,160,2,3,2
19,apartamento,Madalena,1108779,123,4,4,2
20,apartamento,Aflitos,1100000,132,4,4,2
21,apartamento,Boa Viagem,520000,111,3,2,1
22,apartamento,Encruzilhada,335000,52,2,1,1
23,apartamento,Boa Vista,570000,66,3,2,1
24,apartamento,Boa Viagem,480000,144,4,4,1
25,apartamento,Pina,390000,65,3,1,1
26,apartamento,Santo Amaro,2000000,207,4,5,3
27,apartamento,Parnamirim,1132093,105,3,1,2
28,apartamento,Madalena,872854,90,3,3,2
29,apartamento,Encruzilhada,690000,106,3,1,2
30,apartamento,Cordeiro,459000,62,3,2,1
31,apartamento,Madalena,480000,57,2,2,1
32,apartamento,Torre,420000,60,2,2,2
33,apartamento,Boa Viagem,550000,65,2,2,1
34,apartamento,Várzea,85000,48,2,1,1
35,apartamento,Boa Viagem,600000,142,3,2,2
36,apartamento,Casa Forte,650000,58,2,2,1
37,apartamento,Várzea,150000,60,3,2,1
38,apartamento,Boa Viagem,850000,160,4,4,2
39,apartamento,Cordeiro,570,76,3,3,1
40,apartamento,Boa Viagem,164000,65,3,2,1
41,apartamento,Boa Viagem,1200000,195,4,4,2
42,apartamento,Rosarinho,911911,84,4,1,2
43,apartamento,Boa Vista,320000,78,3,2,1
44,apartamento,Madalena,485000,62,2,1,1
45,apartamento,Boa Viagem,331800,37,1,1,1
46,apartamento,Encruzilhada,441550,58,2,2,1
47,apartamento,San Martin,330000,68,3,2,1
48,apartamento,Espinheiro,335000,68,3,2,1
49,apartamento,Jardim São Paulo,265000,64,3,1,1
50,apartamento,Pina,1600000,136,4,2,2
51,apartamento,Casa Amarela,550000,77,3,3,2
52,apartamento,Encruzilhada,430000,60,3,1,1
53,apartamento,Ilha do Retiro,350000,103,3,1,1
54,apartamento,Boa Viagem,1580000,137,4,4,2
55,apartamento,Prado,340000,75,2,1,1
56,apartamento,Boa Viagem,900000,170,4,4,2
57,apartamento,Graças,900000,136,4,4,2
58,apartamento,Boa Viagem,520000,72,3,3,1
59,apartamento,Parnamirim,1600000,237,4,5,3
60,apartamento,Graças,1270000,152,3,4,2
61,apartamento,Torre,350000,70,3,2,1
62,apartamento,Boa Viagem,1390000,94,3,3,2
63,apartamento,Arruda,372378,67,3,2,1
64,apartamento,Boa Viagem,600000,69,3,2,2
65,apartamento,Aflitos,650000,97,3,3,2
66,apartamento,Boa Viagem,770000,97,3,2,2
67,apartamento,Boa Viagem,540000,65,3,1,1
68,apartamento,Boa Vista,346500,45,2,2,1
69,apartamento,Ilha do Retiro,1159000,135,4,5,2
70,apartamento,Apipucos,1899000,208,4,5,4
71,apartamento,Boa Viagem,1300000,146,4,2,2
72,apartamento,Boa Viagem,1569000,132,4,1,2
73,apartamento,Torre,430000,60,3,2,2
74,apartamento,Espinheiro,270000,65,3,2,1
75,apartamento,Jaqueira,1200000,205,4,1,2
76,apartamento,Boa Viagem,550000,114,3,3,2
77,apartamento,Boa Viagem,580000,131,4,4,2
78,apartamento,Espinheiro,750000,96,3,1,3
79,apartamento,Casa Amarela,330000,50,2,1,1
80,apartamento,Imbiribeira,525000,55,2,2,1
81,apartamento,Boa Viagem,900000,297,5,4,3
82,apartamento,Boa Viagem,409287,30,1,1,1
83,apartamento,Boa Viagem,450000,55,2,2,2
84,apartamento,Boa Viagem,900000,255,3,3,3
85,apartamento,Boa Viagem,250000,90,3,2,1
86,apartamento,Boa Viagem,1069000,90,3,1,2
87,apartamento,Boa Viagem,2600000,384,4,5,2
88,apartamento,Pina,450000,74,3,1,1
89,apartamento,Casa Amarela,530000,82,3,3,2
90,apartamento,Boa Viagem,680000,64,3,2,2
91,apartamento,Boa Viagem,650000,69,3,3,2
92,apartamento,Graças,624989,53,2,2,1
93,apartamento,Boa Viagem,800000,108,3,1,2
94,apartamento,Boa Viagem,630000,71,2,2,1
95,apartamento,Boa Viagem,443267,59,3,2,1
96,apartamento,Poço da Panela,1017469,134,4,5,2
97,apartamento,Boa Viagem,890000,92,3,2,2
98,apartamento,Imbiribeira,285400,27,1,1,1
99,apartamento,Boa Viagem,3191643,152,4,1,3
100,apartamento,Boa Viagem,299431,29,1,1,1
101,apartamento,Espinheiro,511696,56,2,1,2
102,apartamento,Torre,570000,50,2,2,1
103,apartamento,Madalena,480000,57,2,2,1
104,apartamento,Boa Viagem,560000,123,3,3,1
105,apartamento,Graças,1200000,146,4,6,2
106,apartamento,Boa Viagem,1290000,138,4,6,2
107,apartamento,Boa Viagem,853311,86,3,2,2
108,apartamento,Boa Viagem,350000,100,3,3,1
109,apartamento,Ilha do Retiro,1514094,135,4,2,2
110,apartamento,Boa Viagem,2100000,170,4,5,3
111,apartamento,Madalena,260000,105,3,3,1
112,apartamento,Boa Viagem,300000,97,4,2,2
113,apartamento,Boa Viagem,750000,155,3,1,1
114,apartamento,Torre,1200000,106,3,2,2
115,apartamento,Monteiro,1113000,147,4,5,2
116,apartamento,Boa Viagem,900000,131,4,4,2
117,apartamento,Santo Amaro,1300000,127,3,1,2
118,apartamento,Boa Viagem,250000,94,3,2,2
119,apartamento,Boa Viagem,490000,33,1,1,1
120,apartamento,Boa Vista,369000,57,2,2,1
121,apartamento,Casa Forte,482450,35,1,1,1
122,apartamento,Aflitos,950000,204,3,1,2
123,apartamento,Pina,650000,58,2,1,1
124,apartamento,Ilha do Retiro,610000,67,3,2,1
125,apartamento,Tamarineira,1400000,260,4,1,3
126,apartamento,Boa Viagem,500000,74,3,3,1
127,apartamento,Madalena,1200000,157,4,1,2
128,apartamento,Boa Viagem,530000,100,3,3,1
129,apartamento,Boa Viagem,580000,40,2,1,1
130,apartamento,Madalena,620000,115,3,3,2
131,apartamento,Boa Viagem,1500000,182,4,4,2
132,apartamento,Boa Viagem,635000,80,3,1,2
133,apartamento,Casa Amarela,530000,82,3,3,2
134,apartamento,Espinheiro,470000,75,3,2,1
135,apartamento,Afogados,180000,75,2,1,1
136,apartamento,Boa Vista,480000,130,3,2,1
137,apartamento,Boa Viagem,445564,50,2,2,1
138,apartamento,Pina,449000,50,2,2,1
139,apartamento,Graças,638296,53,2,2,1
140,apartamento,Casa Amarela,300000,50,2,2,1
141,apartamento,Boa Viagem,550000,106,3,2,2
142,apartamento,Boa Viagem,390000,116,3,3,1
143,apartamento,Boa Viagem,450000,56,2,2,1
144,apartamento,Boa Viagem,529000,115,3,3,2
145,apartamento,Boa Viagem,397233,35,1,1,1
146,apartamento,Boa Viagem,1100000,105,3,4,2
147,apartamento,Tamarineira,1300000,124,4,6,2
148,apartamento,Boa Viagem,4000000,304,3,5,3
149,apartamento,Casa Forte,1950000,330,4,2,5
150,apartamento,Boa Viagem,450000,135,4,1,1
151,apartamento,Boa Viagem,1370000,132,4,4,2
152,apartamento,Boa Viagem,820000,95,3,3,2
153,apartamento,Pina,250000,40,1,1,1
154,apartamento,Casa Amarela,369000,56,2,2,1
155,apartamento,Graças,560000,117,3,2,2
156,apartamento,Madalena,475000,50,2,3,1
157,apartamento,Boa Viagem,600000,126,3,3,2
158,apartamento,Imbiribeira,299000,53,2,2,1
159,apartamento,Rosarinho,1150000,125,4,3,2
160,apartamento,Boa Viagem,470000,74,3,3,1
161,apartamento,Campina do Barreto,250000,51,2,1,1
162,apartamento,Casa Amarela,411180,50,2,2,1
163,apartamento,Tamarineira,730000,107,3,1,3
164,apartamento,Encruzilhada,635000,87,3,1,2
165,apartamento,Boa Viagem,1580000,137,4,4,2
166,apartamento,Torre,860000,97,3,2,2
167,apartamento,Boa Viagem,450000,151,3,2,1
168,apartamento,Campo Grande,470000,63,3,2,1
169,apartamento,Boa Viagem,2500000,317,4,6,3
170,apartamento,Boa Viagem,360000,79,3,2,1
171,apartamento,Boa Viagem,450000,140,3,3,1
172,apartamento,Boa Viagem,380000,92,3,2,1
173,apartamento,Barro,340000,61,3,1,1
174,apartamento,Boa Viagem,326000,32,1,1,1
175,apartamento,Boa Viagem,1120000,154,4,4,3
176,apartamento,Boa Viagem,425000,111,3,4,1
177,apartamento,Boa Viagem,650000,136,3,3,2
178,apartamento,Graças,380000,120,3,3,1
179,apartamento,Pina,741218,79,3,3,1
180,apartamento,Ilha do Retiro,260000,120,2,3,1
181,apartamento,Boa Vista,285000,55,1,1,1
182,apartamento,Encruzilhada,429300,58,2,1,1
183,apartamento,Boa Viagem,850000,174,4,3,2
184,apartamento,Boa Vista,374400,48,2,2,1
185,apartamento,Aflitos,850000,132,4,3,2
186,apartamento,Boa Viagem,520000,60,2,2,1
187,apartamento,Boa Viagem,499000,100,3,3,1
188,apartamento,Monteiro,1070000,288,4,3,2
189,apartamento,Casa Amarela,660000,82,3,2,2
190,apartamento,Boa Viagem,1619327,163,4,3,3
191,apartamento,Madalena,468000,48,2,2,1
192,apartamento,Jaqueira,850000,144,4,2,2
193,apartamento,Monteiro,640000,80,3,2,2
194,apartamento,Imbiribeira,289000,45,2,2,1
195,apartamento,Espinheiro,750000,204,4,1,2
196,apartamento,Casa Forte,1300000,241,4,1,3
197,apartamento,Encruzilhada,350000,63,3,2,1
198,apartamento,Parnamirim,600000,34,1,1,1
199,apartamento,Cordeiro,230000,77,2,2,1
200,apartamento,Boa Viagem,390000,73,2,2,1
201,apartamento,Boa Viagem,434480,95,2,2,1
202,apartamento,Boa Viagem,606262,58,2,1,1
203,apartamento,Torre,2000000,204,4,5,3
204,apartamento,Boa Viagem,2500000,193,4,5,3
205,apartamento,Boa Viagem,1450000,182,4,4,2
206,apartamento,Casa Amarela,580000,71,3,3,1
207,apartamento,Encruzilhada,364000,57,2,1,1
208,apartamento,Casa Amarela,1524764,141,3,4,2
209,apartamento,Caxangá,310000,54,2,1,1
210,apartamento,Casa Amarela,333528,42,2,1,1
211,apartamento,Boa Viagem,1800000,138,4,2,2
212,apartamento,Boa Viagem,1370000,126,4,4,2
213,apartamento,Casa Amarela,490000,10,3,1,1
214,apartamento,Madalena,230000,69,3,2,1
215,apartamento,Tamarineira,730000,107,4,4,3
216,apartamento,Boa Viagem,1530000,140,4,1,1
217,apartamento,Espinheiro,650000,228,3,3,2
218,apartamento,Madalena,390000,79,3,3,1
219,apartamento,Boa Viagem,420000,59,2,1,1
220,apartamento,Espinheiro,682000,95,3,1,2
221,apartamento,Boa Viagem,220000,29,1,1,1
222,apartamento,Santo Amaro,280000,52,1,1,1
223,apartamento,Boa Viagem,905000,98,3,3,2
224,apartamento,Boa Viagem,894562,52,1,1,1
225,apartamento,Boa Vista,585000,61,2,3,2
226,apartamento,Casa Forte,1800000,289,10,12,1
227,apartamento,Pina,705470,79,3,3,2
228,apartamento,Pina,1234931,74,1,1,1
229,apartamento,Graças,1080000,173,4,5,2
230,apartamento,Campo Grande,350000,47,2,2,1
231,apartamento,Boa Viagem,210000,70,2,2,1
232,apartamento,Campo Grande,240000,74,2,2,1
233,apartamento,Casa Amarela,369000,57,2,2,1
234,apartamento,Espinheiro,490000,88,3,1,2
235,apartamento,Boa Viagem,220000,45,2,1,1
236,apartamento,Tamarineira,739000,93,3,3,2
237,apartamento,Rosarinho,410000,75,3,3,1
238,apartamento,Encruzilhada,380000,63,3,1,1
239,apartamento,Madalena,280000,40,1,1,1
240,apartamento,Casa Forte,575000,98,4,2,1
241,apartamento,Rosarinho,991208,84,3,3,2
242,apartamento,Casa Forte,450000,60,2,3,1
243,apartamento,Boa Viagem,500000,120,3,3,2
244,apartamento,Boa Viagem,450000,112,3,2,1
245,apartamento,Ilha do Retiro,360000,61,3,2,1
246,apartamento,Tamarineira,1500000,276,4,5,3
247,apartamento,Graças,950000,143,4,3,2
248,apartamento,Ilha do Retiro,1600000,135,4,1,2
249,apartamento,Tamarineira,1300000,217,4,4,3
250,apartamento,Graças,265000,10,1,1,1
251,apartamento,Boa Viagem,950000,137,3,3,2
252,apartamento,Boa Viagem,340000,62,2,2,1
253,apartamento,Madalena,1500000,139,3,1,2
254,apartamento,Boa Viagem,420000,70,3,2,1
255,apartamento,Boa Viagem,370000,63,2,2,1
256,apartamento,Espinheiro,750000,200,4,4,2
257,apartamento,Tejipió,210000,67,3,2,1
258,apartamento,Pina,420000,50,2,1,1
259,apartamento,Boa Viagem,525000,102,3,3,2
260,apartamento,Graças,1400000,257,4,5,3
261,apartamento,Boa Viagem,380000,64,2,2,1
262,apartamento,Boa Viagem,1250000,189,4,4,3
263,apartamento,Madalena,652000,42,1,1,1
264,apartamento,Boa Viagem,260000,32,1,1,1
265,apartamento,Pina,340000,90,3,2,1
266,apartamento,Boa Viagem,330000,40,1,1,1
267,apartamento,Parnamirim,2980000,430,4,5,5
268,apartamento,Graças,1480000,124,4,5,2
269,apartamento,Derby,520000,151,3,1,1
270,apartamento,Boa Viagem,1020000,183,4,3,1
271,apartamento,Pina,140000,40,1,1,1
272,apartamento,Casa Amarela,585000,80,3,3,2
273,apartamento,Graças,750000,130,3,3,2
274,apartamento,Boa Viagem,450000,54,2,1,1
275,apartamento,Boa Viagem,1400000,149,3,4,2
276,apartamento,Boa Viagem,8500000,322,4,5,5
277,apartamento,Ilha do Retiro,1200000,152,4,1,3
278,apartamento,Boa Viagem,1300000,146,4,1,2
279,apartamento,Boa Viagem,690000,160,4,3,2
280,apartamento,Boa Viagem,290000,30,1,1,1
281,apartamento,Boa Viagem,399000,75,3,1,1
282,apartamento,Boa Viagem,490000,33,1,1,1
283,apartamento,Casa Forte,300000,49,2,1,1
284,apartamento,Casa Forte,666204,64,2,2,1
285,apartamento,Poço da Panela,1231876,147,4,5,3
286,apartamento,Boa Viagem,600000,150,4,3,2
287,apartamento,Encruzilhada,342500,57,2,1,1
288,apartamento,Pina,1650000,126,4,4,2
289,apartamento,Graças,350000,85,3,2,1
290,apartamento,Casa Amarela,702771,123,4,5,2
291,apartamento,Graças,1180000,153,4,2,2
292,apartamento,Graças,275000,70,2,3,1
293,apartamento,Boa Viagem,1430000,136,3,2,2
294,apartamento,Pina,830000,127,3,3,2
295,apartamento,Boa Viagem,650000,129,3,1,1
296,apartamento,Boa Viagem,220000,29,1,1,1
297,apartamento,Casa Amarela,975000,168,3,4,1
298,apartamento,Boa Viagem,348000,124,3,3,1
299,apartamento,Graças,626989,53,2,2,2
300,apartamento,Boa Viagem,1090000,95,3,2,3
301,apartamento,Encruzilhada,330000,65,3,2,1
302,apartamento,Santo Amaro,530000,57,2,2,1
303,apartamento,Boa Viagem,380000,41,1,1,1
304,apartamento,Pina,568958,28,1,1,1
305,apartamento,Boa Viagem,1370000,125,3,4,2
306,apartamento,Rosarinho,400000,68,3,2,2
307,apartamento,Boa Viagem,970000,157,4,3,2
308,apartamento,Santo Amaro,490000,56,2,2,1
309,apartamento,Boa Viagem,650000,120,4,4,2
310,apartamento,Boa Viagem,580000,82,3,3,2
311,apartamento,Boa Viagem,620000,63,3,2,2
312,apartamento,Torre,350000,54,2,1,1
313,apartamento,Boa Viagem,1200000,130,4,4,2
314,apartamento,Boa Viagem,1050000,170,3,1,2
315,apartamento,Poço da Panela,687911,68,3,2,1
316,apartamento,Graças,560000,66,3,2,1
317,apartamento,Boa Viagem,855000,89,3,1,2
318,apartamento,Boa Viagem,1230119,93,3,2,2
319,apartamento,Boa Viagem,650000,116,3,4,2
320,apartamento,Imbiribeira,395000,63,3,2,1
321,apartamento,Boa Viagem,500000,106,3,2,1
322,apartamento,Boa Viagem,700000,236,4,4,2
323,apartamento,Torre,340000,44,2,1,1
324,apartamento,Rosarinho,1450000,137,3,4,2
325,apartamento,Madalena,630000,100,3,3,2
326,apartamento,Boa Viagem,295000,75,2,3,1
327,apartamento,Boa Viagem,1450000,180,4,4,2
328,apartamento,Encruzilhada,390000,63,3,1,1
329,apartamento,Casa Amarela,660000,96,3,3,2
330,apartamento,Madalena,580000,93,3,1,2
331,apartamento,Boa Viagem,1050000,152,4,4,3
332,apartamento,Encruzilhada,377500,57,3,2,1
333,apartamento,Boa Viagem,990000,371,5,5,2
334,apartamento,Boa Viagem,1700000,175,4,5,3
335,apartamento,Casa Amarela,490000,67,3,1,1
336,apartamento,Madalena,1549000,132,4,3,2
337,apartamento,Ilha do Retiro,1300000,132,4,4,3
338,apartamento,Pina,1500000,124,3,4,2
339,apartamento,Espinheiro,750000,106,2,1,2
340,apartamento,Pina,1500000,130,4,1,2
341,apartamento,Boa Viagem,870000,160,4,4,2
342,apartamento,Boa Viagem,1500000,164,5,5,2
343,apartamento,Madalena,540000,60,3,3,2
344,apartamento,Casa Forte,360000,110,3,2,1
345,apartamento,Boa Viagem,920000,150,3,3,3
346,apartamento,Boa Viagem,630000,182,3,2,2
347,apartamento,Boa Viagem,1900000,10,1,1,2
348,apartamento,Casa Forte,460000,68,2,3,1
349,apartamento,Graças,740000,115,3,3,2
350,apartamento,Pina,420000,50,2,1,1
351,apartamento,Boa Viagem,1600000,140,3,4,4
352,apartamento,Boa Viagem,245000,70,3,3,1
353,apartamento,Madalena,350000,130,3,3,1
354,apartamento,Parnamirim,1010209,94,3,2,2
355,apartamento,Boa Viagem,420000,69,3,2,1
356,apartamento,Encruzilhada,480000,67,2,2,1
357,apartamento,Boa Viagem,899000,91,3,3,2
358,apartamento,Rosarinho,600000,189,4,4,2
359,apartamento,Boa Viagem,1600000,249,4,5,3
360,apartamento,Zumbi,426626,61,3,1,1
361,apartamento,Pina,3400000,204,4,6,3
362,apartamento,Pina,2660000,205,4,5,3
363,apartamento,Boa Viagem,150000,70,2,2,1
364,apartamento,Boa Viagem,282240,28,1,1,1
365,apartamento,Boa Viagem,5834749,262,4,4,4
366,apartamento,Boa Viagem,460000,80,3,3,1
367,apartamento,Pina,480000,71,3,1,1
368,apartamento,Boa Viagem,910000,95,3,3,2
369,apartamento,Caxangá,430000,64,3,2,1
370,apartamento,Casa Amarela,450000,72,3,2,1
371,apartamento,Boa Viagem,480000,176,4,1,1
372,apartamento,Boa Viagem,1800000,341,4,4,4
373,apartamento,Casa Forte,663281,84,3,3,2
374,apartamento,Boa Viagem,850000,60,1,2,1
375,apartamento,Madalena,470000,60,3,3,1
376,apartamento,Boa Viagem,270000,29,1,1,1
377,apartamento,Boa Viagem,340000,125,3,3,1
378,apartamento,Parnamirim,900000,155,5,2,2
379,apartamento,Campo Grande,390000,61,3,2,1
380,apartamento,Boa Viagem,800000,104,3,3,2
381,apartamento,Madalena,1300000,187,3,4,3
382,apartamento,Boa Viagem,650000,77,3,3,1
383,apartamento,Casa Forte,860000,98,3,2,2
384,apartamento,Boa Viagem,670000,135,3,3,2
385,apartamento,Boa Viagem,1650000,222,4,4,3
386,apartamento,São José,2400000,226,4,6,4
387,apartamento,Graças,1500000,262,4,4,3
388,apartamento,Espinheiro,800000,336,4,6,2
389,apartamento,São José,2500000,242,4,6,3
390,apartamento,Boa Viagem,350000,115,3,3,1
391,apartamento,Madalena,400000,75,3,2,1
392,apartamento,Graças,855000,85,3,3,2
393,apartamento,Espinheiro,495000,81,2,2,2
394,apartamento,Boa Viagem,750000,110,3,3,2
395,apartamento,Boa Viagem,1350000,135,4,5,2
396,apartamento,Pina,1150000,155,3,4,3
397,apartamento,Santana,3073000,199,4,2,4
398,apartamento,Espinheiro,440000,74,2,3,1
399,apartamento,Campo Grande,348000,46,2,2,1
400,apartamento,Imbiribeira,1530000,120,4,4,2
401,apartamento,Boa Viagem,1160000,95,4,3,2
402,apartamento,Boa Viagem,370000,118,3,3,1
403,apartamento,Aflitos,850000,132,4,1,2
404,apartamento,Boa Viagem,850000,107,3,3,2
405,apartamento,Boa Viagem,800000,160,3,2,3
406,apartamento,Graças,1500000,236,4,3,3
407,apartamento,Boa Viagem,3500000,441,6,7,3
408,apartamento,Caxangá,417620,53,2,2,1
409,apartamento,Aflitos,600000,76,3,3,1
410,apartamento,Boa Viagem,630605,63,3,2,1
411,apartamento,Boa Viagem,2500000,165,3,5,2
412,apartamento,Cordeiro,450000,70,3,1,1
413,apartamento,Boa Viagem,524784,43,2,2,1
414,apartamento,Casa Forte,930000,204,3,4,2
415,apartamento,Madalena,879464,10,4,6,2
416,apartamento,Torre,1165918,123,4,1,2
417,apartamento,Imbiribeira,1440000,120,3,4,2
418,apartamento,Caxangá,489000,84,3,2,2
419,apartamento,Casa Amarela,420000,49,2,2,1
420,apartamento,Graças,1800000,200,4,2,3
421,apartamento,Boa Viagem,399000,120,3,3,1
422,apartamento,Boa Viagem,680000,88,3,3,2
423,apartamento,Ilha do Retiro,590000,59,3,1,2
424,apartamento,Boa Viagem,1300000,146,4,3,2
425,apartamento,Graças,389000,52,2,1,1
426,apartamento,Cordeiro,510000,105,3,1,2
427,apartamento,Boa Viagem,1599000,159,3,2,2
428,apartamento,Casa Forte,450000,58,2,2,1
429,apartamento,Aflitos,475000,79,3,1,1
430,apartamento,Madalena,515000,62,2,2,2
431,apartamento,Boa Viagem,750000,110,3,3,2
432,apartamento,Boa Viagem,340000,73,2,2,1
433,apartamento,Boa Viagem,920,147,3,3,2
434,apartamento,Boa Viagem,1100000,99,3,2,2
435,apartamento,Boa Viagem,980,125,4,5,3
436,apartamento,Encruzilhada,460000,61,3,2,2
437,apartamento,Boa Viagem,470000,65,2,3,1
438,apartamento,Boa Viagem,750000,97,3,1,2
439,apartamento,Madalena,2800000,303,4,5,5
440,apartamento,Várzea,190000,66,2,2,1
441,apartamento,San Martin,330000,66,3,2,1
442,apartamento,Graças,1430000,124,4,2,2
443,apartamento,Santana,400000,72,2,2,1
444,apartamento,Rosarinho,420000,147,3,1,2
445,apartamento,Boa Viagem,710000,109,3,4,2
446,apartamento,Pina,380000,57,2,2,1
447,apartamento,Jardim São Paulo,320250,49,2,1,1
448,apartamento,Torreão,150000,87,2,2,1
449,apartamento,Encruzilhada,649000,150,3,3,2
450,apartamento,Boa Viagem,2590000,254,4,6,2
451,apartamento,Boa Viagem,270000,24,1,1,1
452,apartamento,Encruzilhada,1456510,149,4,1,2
453,apartamento,Madalena,300000,157,3,2,1
454,apartamento,Boa Viagem,1300000,154,4,1,3
455,apartamento,Caxangá,430000,65,3,1,1
456,apartamento,Boa Viagem,290000,45,2,1,1
457,apartamento,Iputinga,190000,6,3,2,1
458,apartamento,Espinheiro,495195,66,2,1,1
459,apartamento,Casa Amarela,540000,83,3,2,2
460,apartamento,Boa Vista,650000,222,4,3,2
461,apartamento,Casa Forte,1480000,253,4,4,3
462,apartamento,Madalena,354000,46,2,2,1
463,apartamento,Boa Viagem,1200000,229,6,5,2
464,apartamento,Boa Viagem,450000,51,1,1,1
465,apartamento,Cordeiro,350000,55,2,2,1
466,apartamento,Boa Viagem,570000,105,4,3,2
467,apartamento,Torre,320000,43,2,1,1
468,apartamento,Boa Viagem,1850000,162,4,2,3
469,apartamento,Boa Viagem,430000,110,3,3,1
470,apartamento,Bongi,285000,55,2,2,1
471,apartamento,Boa Viagem,539000,108,3,2,1
472,apartamento,Boa Viagem,788385,86,3,2,2
473,apartamento,Boa Viagem,3800000,175,4,5,3
474,apartamento,Boa Viagem,916835,86,3,3,2
475,apartamento,Boa Viagem,550000,118,3,2,1
476,apartamento,Madalena,430000,77,3,2,1
477,apartamento,Boa Viagem,899000,90,3,3,2
478,apartamento,Espinheiro,577000,63,3,2,2
479,apartamento,Boa Viagem,390000,98,3,1,1
480,apartamento,Boa Viagem,1450000,132,4,2,1
481,apartamento,Boa Viagem,750000,110,3,3,2
482,apartamento,Ilha do Retiro,1250000,135,4,2,2
483,apartamento,Torre,350000,60,2,2,1
484,apartamento,Espinheiro,540000,97,3,3,2
485,apartamento,Boa Viagem,1500000,170,4,4,3
486,apartamento,Aflitos,855000,84,3,2,2
487,apartamento,Casa Amarela,435500,67,3,2,1
488,apartamento,Rosarinho,950000,140,4,1,2
489,apartamento,Boa Viagem,450581,64,3,1,1
490,apartamento,Madalena,550000,66,2,2,1
491,apartamento,Boa Viagem,570000,97,3,3,2
492,apartamento,Graças,550000,119,3,3,2
493,apartamento,Boa Viagem,530000,62,2,1,1
494,apartamento,Pina,500000,74,3,2,1
495,apartamento,Boa Viagem,1550000,168,3,5,3
496,apartamento,Casa Amarela,440000,72,3,3,1
497,apartamento,Cordeiro,400000,70,3,2,1
498,apartamento,Pina,600000,87,2,3,1
499,apartamento,Boa Viagem,1400000,155,4,5,3
500,apartamento,Boa Viagem,1150000,106,3,4,2
501,apartamento,Boa Viagem,1552649,163,4,2,3
502,apartamento,Boa Viagem,1260000,10,4,1,3
503,apartamento,Monteiro,1579000,139,4,3,2
504,apartamento,Boa Viagem,650000,136,3,3,2
505,apartamento,Graças,600000,98,3,3,2
506,apartamento,Boa Viagem,830000,97,3,3,2
507,apartamento,Boa Viagem,430000,67,3,3,1
508,apartamento,Campo Grande,280000,76,3,2,1
509,apartamento,Casa Forte,350000,49,2,1,1
510,apartamento,Espinheiro,471614,66,3,2,1
511,apartamento,Ilha do Retiro,1400000,166,4,1,3
512,apartamento,Santana,950000,250,4,4,3
513,apartamento,Boa Viagem,580000,265,4,5,1
514,apartamento,Imbiribeira,247250,40,2,1,1
515,apartamento,Ilha do Retiro,610000,67,3,1,1
516,apartamento,Boa Viagem,290000,32,1,1,1
517,apartamento,Madalena,425000,45,2,2,1
518,apartamento,Boa Viagem,441048,51,2,2,1
519,apartamento,Boa Viagem,1400000,148,4,4,2
520,apartamento,Iputinga,325900,51,2,2,1
521,apartamento,Boa Viagem,1250000,156,3,4,1
522,apartamento,Boa Viagem,750000,90,2,1,1
523,apartamento,Tamarineira,575000,165,3,3,2
524,apartamento,Boa Viagem,1250000,226,4,4,2
525,apartamento,Madalena,651000,58,2,2,1
526,apartamento,Espinheiro,265000,114,3,3,1
527,apartamento,Boa Viagem,1800000,210,4,4,2
528,apartamento,Boa Viagem,564000,94,3,2,2
529,apartamento,Boa Viagem,1370000,125,4,2,2
530,apartamento,Boa Viagem,370000,158,3,2,1
531,apartamento,Casa Forte,717303,54,2,1,1
532,apartamento,Madalena,767000,95,3,1,1
533,apartamento,Boa Viagem,420000,49,1,1,1
534,apartamento,Poço da Panela,760000,120,3,3,2
535,apartamento,Boa Viagem,1480000,132,4,6,2
536,apartamento,Torre,350000,42,2,2,1
537,apartamento,Graças,1470000,152,3,2,2
538,apartamento,Boa Viagem,779480,72,2,1,1
539,apartamento,Pina,1489413,130,4,1,2
540,apartamento,Boa Viagem,1600000,170,3,3,1
541,apartamento,Boa Viagem,570000,60,2,2,1
542,apartamento,Boa Viagem,520000,50,2,1,1
543,apartamento,Boa Viagem,650000,197,4,2,2
544,apartamento,Madalena,570000,10,4,2,2
545,apartamento,Boa Viagem,920000,202,4,3,2
546,apartamento,Ilha do Retiro,1750000,201,4,4,3
547,apartamento,Torre,800000,900,3,3,2
548,apartamento,Rosarinho,890000,95,3,3,2
549,apartamento,Encruzilhada,430000,58,3,2,1
550,apartamento,Parnamirim,580000,126,3,3,1
551,apartamento,Aflitos,360000,64,2,2,1
552,apartamento,Boa Viagem,320000,91,2,3,1
